Project,Category,Voter Profile
Goodbye to Sidewalk Cracks,Transit,"{'Age': 24, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.26901734085578505, 'Impact Preference': 0.14135375364346267}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.4665326578228701, 'Impact Preference': 0.12297584482614358}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.8173174334733805, 'Impact Preference': 0.5438630088442108}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.9607832496796025, 'Impact Preference': 0.3376946872464783}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.10076360460203854, 'Impact Preference': 0.10106087378477609}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 64, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5198241537396021, 'Impact Preference': 0.5139930521519623}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.3837733152266236, 'Impact Preference': 0.15837398867297703}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 23, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5844737369608383, 'Impact Preference': 0.8966109027177946}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 21, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.4499442972837544, 'Impact Preference': 0.7762332112570596}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.5202814941975983, 'Impact Preference': 0.21090856731579521}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.3553795662023649, 'Impact Preference': 0.3727165370158336}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 22, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.9507855539019107, 'Impact Preference': 0.6757677827261476}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.9066869203893875, 'Impact Preference': 0.7441003162123205}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.2349245601055294, 'Impact Preference': 0.8044773701494163}}"
Pedestrian Safety at Marcy Ave. and Myrtle Ave.,Transit,"{'Age': 39, 'Gender': 'Other', 'Preferences': {'Category': 'Transit', 'Cost Sensitivity': 0.14777468474311384, 'Impact Preference': 0.9299687672118058}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 64, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.15286479997814634, 'Impact Preference': 0.3421080209881595}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7414462468523941, 'Impact Preference': 0.14042917275933603}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9001144338676067, 'Impact Preference': 0.43233727212496675}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 37, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9331316402386566, 'Impact Preference': 0.9334297962567741}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.11971894180990565, 'Impact Preference': 0.6673991079303536}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5247743675872538, 'Impact Preference': 0.3091030602694924}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.24667059665988555, 'Impact Preference': 0.5019537327762098}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 40, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3630827326126954, 'Impact Preference': 0.40166841722578117}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 43, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8835348291099888, 'Impact Preference': 0.15769581753663328}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 38, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6694767622118863, 'Impact Preference': 0.9536294906974612}}"
Air Conditioning Wiring for P.S. 1 and M.S. 88,Education,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9687900351713136, 'Impact Preference': 0.7080121095080333}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 56, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.16757021493198493, 'Impact Preference': 0.8127131283058487}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5278595766118127, 'Impact Preference': 0.8060311992142516}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 41, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.48716155590214993, 'Impact Preference': 0.6658672068047551}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 36, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5997980982601065, 'Impact Preference': 0.7950458756757912}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9041585626518998, 'Impact Preference': 0.9846690672205471}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 25, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.15463036935406052, 'Impact Preference': 0.8915916893775037}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8825537704582851, 'Impact Preference': 0.9459794006437906}}"
Auditorium Upgrade for M.S. 88 and M.S.136,Education,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6536860714111379, 'Impact Preference': 0.6887326288047801}}"
Library Update,Education,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.42157262736462897, 'Impact Preference': 0.18529427031462742}}"
Library Update,Education,"{'Age': 52, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.13484100785595424, 'Impact Preference': 0.5616376460545648}}"
Library Update,Education,"{'Age': 55, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3934250618558317, 'Impact Preference': 0.4520035741165115}}"
Library Update,Education,"{'Age': 26, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.45568119005309504, 'Impact Preference': 0.9153609375259439}}"
Library Update,Education,"{'Age': 20, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2489944602621038, 'Impact Preference': 0.7279498665798323}}"
Library Update,Education,"{'Age': 18, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9256816857804421, 'Impact Preference': 0.3663221398644285}}"
Library Update,Education,"{'Age': 56, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.26519513785547505, 'Impact Preference': 0.22303094467586748}}"
Library Update,Education,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4239257188834684, 'Impact Preference': 0.9012737333482146}}"
Library Update,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6021057377536199, 'Impact Preference': 0.3214235147009371}}"
Library Update,Education,"{'Age': 45, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.34673425800782653, 'Impact Preference': 0.9391699540796878}}"
Library Update,Education,"{'Age': 39, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9382581818585015, 'Impact Preference': 0.39302722301515547}}"
Library Update,Education,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8720972354036405, 'Impact Preference': 0.14907142210855176}}"
Library Update,Education,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9445605685798666, 'Impact Preference': 0.7980033369684281}}"
Library Update,Education,"{'Age': 55, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9578411050433072, 'Impact Preference': 0.17329433011927126}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 46, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3839747947871355, 'Impact Preference': 0.38550124989037216}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 57, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3918694785612342, 'Impact Preference': 0.7274487686737843}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.13362900417434986, 'Impact Preference': 0.42976456497194715}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 56, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9468574749026435, 'Impact Preference': 0.45010005680536525}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 33, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5147424598517855, 'Impact Preference': 0.44760052948823914}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 53, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.30775806292354857, 'Impact Preference': 0.7557922176161702}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 32, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4713326613515786, 'Impact Preference': 0.44506684649163253}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 35, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7825095848925326, 'Impact Preference': 0.9140637722597632}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 27, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.44770491477776053, 'Impact Preference': 0.43893088948468484}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21986073117070293, 'Impact Preference': 0.5837152537816163}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 26, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.48139595151307735, 'Impact Preference': 0.3589456493365064}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 49, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2022102161550512, 'Impact Preference': 0.6598263167505656}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 26, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.16913536154405218, 'Impact Preference': 0.32041025528855405}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6537558624023091, 'Impact Preference': 0.722722408869855}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 33, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8321936713004014, 'Impact Preference': 0.8163180186602949}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 42, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.35564539367221304, 'Impact Preference': 0.6225843543723278}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9917170607657407, 'Impact Preference': 0.11500906594997469}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 32, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8710625966299911, 'Impact Preference': 0.46193475480040913}}"
Science Upgrade for MS.821 & IS.136,Education,"{'Age': 33, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4724830928277943, 'Impact Preference': 0.46208451354289126}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 19, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9573445510048064, 'Impact Preference': 0.8752345319281366}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2831429568087729, 'Impact Preference': 0.3627276860908374}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 22, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2891770777069627, 'Impact Preference': 0.5820704639545836}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 65, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.593924208402935, 'Impact Preference': 0.9701572214791727}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 20, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4862313631058709, 'Impact Preference': 0.5705692915988514}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.2802577339488418, 'Impact Preference': 0.41607697746279104}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 28, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5082595082245441, 'Impact Preference': 0.7969232913305353}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 36, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8241179651833451, 'Impact Preference': 0.5184917192205364}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 54, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6542338089231905, 'Impact Preference': 0.29239185675861057}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 49, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.36240323448682077, 'Impact Preference': 0.28773643443573327}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 31, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8152793123797673, 'Impact Preference': 0.859125963999061}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8996413698806144, 'Impact Preference': 0.3889975694229295}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 53, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8300935272048064, 'Impact Preference': 0.755101974001258}}"
South Brooklyn Community H.S.& P.S.169 Upgrades,Education,"{'Age': 27, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4774565388614741, 'Impact Preference': 0.6346013720287692}}"
Safety & Security Enhancements at Midwood Library,Public Safety,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Public Safety', 'Cost Sensitivity': 0.47211936563499, 'Impact Preference': 0.9057744764500766}}"
Safety & Security Enhancements at Midwood Library,Public Safety,"{'Age': 51, 'Gender': 'Male', 'Preferences': {'Category': 'Public Safety', 'Cost Sensitivity': 0.7264575448659532, 'Impact Preference': 0.6829416020984517}}"
Safety & Security Enhancements at Midwood Library,Public Safety,"{'Age': 48, 'Gender': 'Other', 'Preferences': {'Category': 'Public Safety', 'Cost Sensitivity': 0.17405547168359392, 'Impact Preference': 0.5602679815819519}}"
Safety & Security Enhancements at Midwood Library,Public Safety,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Public Safety', 'Cost Sensitivity': 0.4904646756827826, 'Impact Preference': 0.27207888309031203}}"
Safety & Security Enhancements at Midwood Library,Public Safety,"{'Age': 38, 'Gender': 'Male', 'Preferences': {'Category': 'Public Safety', 'Cost Sensitivity': 0.22731053093252307, 'Impact Preference': 0.6854210051905497}}"
